Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
753,127743,JT3577,"2015-05-05 17:32:15",0.44050,23,jrthurman01
754,185208,Ilyas,"2015-05-29 02:25:18",0.44061,5,del=f6e6debb04cf04c4
755,129939,Avgi,"2015-02-04 17:06:55",0.44076,10,avgi145341
756,132774,Richard,"2014-12-24 15:46:53",0.44126,14,richard31
757,161086,"Alex Anderson","2015-03-30 08:24:04",0.44136,3,alexanderson0
758,111060,"Raghavendran N","2014-08-21 02:11:36",0.44147,19,raghavendrann
759,117589,akuma,"2014-09-26 08:52:09",0.44150,31,maaku231288
760,128117,MLF26,"2015-01-20 22:43:32",0.44163,13,mlf26209010
761,109274,"Владимир Вишняков","2014-08-08 20:07:04",0.44187,11,vichniakov
762,140072,"Jagadeesh R","2015-01-23 15:47:38",0.44194,3,jagadeeshraja
763,144934,"Shaunak Ohri","2015-02-09 20:17:30",0.44196,3,shaunakohri
764,147878,"Daniel Boline","2015-03-27 13:36:15",0.44204,6,ddboline
765,120793,"Kulvinder Bisla","2014-10-10 07:19:01",0.44221,5,bholaraam
766,114145,AlphaCentauri,"2014-10-10 12:10:46",0.44221,15,"kbisla,shashankjuyal1"
767,131110,"Salvador Garcia","2014-12-12 01:25:33",0.44230,8,savrgg
768,131789,"Sergey Kolotienko","2014-12-14 13:57:16",0.44233,2,skolotienko
769,117713,mg,"2014-09-26 15:32:22",0.44235,30,mg5234919
770,179117,stat105,"2015-05-25 01:45:43",0.44249,15,seriousmelon
771,114015,NotAName,"2014-08-24 16:56:10",0.44261,3,notaname
772,116917,"Yupeng Li","2014-09-13 14:59:47",0.44278,9,liyupeng111
773,152205,IMightHaveTacos,"2015-05-18 17:55:27",0.44280,15,rajkorde
774,162243,zyoma,"2015-04-18 11:55:04",0.44318,5,izeigerman
775,139611,linlin,"2015-01-20 18:30:41",0.44325,3,linlin2
776,126942,"Merseyside Red","2014-12-17 02:02:43",0.44328,15,merseysidered
777,166402,"Yao Xu","2015-04-26 21:32:41",0.44328,8,yaoxu1
778,180862,"The Best","2015-05-26 07:23:03",0.44334,21,"benzione,fainak"
779,183706,BWangProg,"2015-05-22 08:02:54",0.44342,9,binwangprog
780,120523,"Shashank Juyal","2014-10-10 05:43:37",0.44359,15,shashankjuyal
781,102652,cavaunpeu,"2014-08-06 01:17:55",0.44381,10,cavaunpeu
782,127457,FiveEyes,"2014-12-07 12:42:27",0.44387,28,"fiveeyes,mengmeng1"
783,145519,Carlson_SCO,"2015-05-04 23:38:23",0.44387,6,"kirdon,shwn295319"
784,120805,"Martin Luther","2014-10-10 08:04:21",0.44393,5,martinluther
785,127772,"Girl Power!","2014-12-14 23:42:37",0.44412,15,"ehpeters,sharbot,tweelah"
786,115897,"Pedro Celes Paula Pinto","2014-09-23 01:50:28",0.44441,27,pedrocelespaulapinto
787,120814,Geetika,"2014-10-11 11:52:00",0.44460,10,sindhu3
788,183473,Kerch1,"2015-05-29 21:51:52",0.44501,17,kerchinger
789,112973,"Klaas Naaijkens","2014-08-20 11:47:39",0.44508,5,klaasnaaijkens
790,120406,"Wally Wissner","2014-10-14 01:26:54",0.44518,6,wwissner
791,148148,"Rami Al-Fahham","2015-04-15 12:32:15",0.44538,60,ramialfahham
792,104673,phypho,"2015-05-29 22:08:21",0.44555,9,phypho
793,136864,54hqh,"2015-01-04 09:00:00",0.44574,2,user54hqh277974
794,117878,blues,"2014-10-10 13:09:50",0.44592,14,"gaurav31,mjindal"
795,127949,kimmee,"2014-11-27 13:05:33",0.44593,5,kimmee
796,128630,wlbob12,"2014-11-27 18:06:11",0.44593,2,"edkwok,junwoosong,wlbob12"
797,120529,"manish jindal","2014-10-10 11:29:55",0.44594,15,manishjindal0
798,176407,"null hypothesis","2015-05-27 17:42:42",0.44597,3,nullhypothesis
799,136645,"Shi Xue","2015-01-04 07:14:16",0.44610,8,h2597650
800,160209," Quang Nguyen","2015-04-01 09:34:30",0.44619,7,ducquangnguyen
801,136808,laomianyang,"2015-01-04 05:21:20",0.44639,1,laomianyang
802,120535,bike_rider,"2014-10-10 14:44:35",0.44644,12,bikerocker
803,116255,Puzi,"2014-09-08 11:07:52",0.44649,3,puzipuz
804,180171,6sigma,"2015-05-24 05:29:27",0.44655,14,farhad
805,129817,"Andrea Bonilla","2014-12-14 20:48:29",0.44656,7,andreabonilla
806,100591,DuraQ,"2014-07-22 20:06:20",0.44657,58,lrmeulman
807,185526,"Vivek Narayanan","2015-05-28 05:22:56",0.44690,5,viveknarayanan
808,131913,"Дмитрий Ямпольский","2014-12-21 06:03:39",0.44691,17,user271603
809,127506,RSJ,"2014-12-15 14:50:34",0.44727,17,"jmorales4,rahulbansal1,sheraz"
810,99189,"Ting Qian","2014-06-06 01:14:33",0.44727,3,tqian86
811,158481,"Yuan Jin","2015-03-25 00:21:54",0.44741,6,yuanjin0
812,115212,guhao,"2015-03-02 08:49:03",0.44763,12,guhao1993
813,181477,Dinoczar,"2015-05-29 20:24:45",0.44777,41,dinoczar
814,99728,"Nick Roth","2015-05-04 04:28:38",0.44786,18,nickroth
815,114564,bshapira,"2014-08-27 12:46:40",0.44795,1,bshapira
816,136829,Pete_Ter,"2015-03-27 01:21:05",0.44798,11,peteter
817,136678,"Wei Huang","2015-01-09 09:18:48",0.44801,17,weihuang0
818,112884,"Team Cobra","2014-09-04 05:07:34",0.44804,16,"callahac,datafoodnerd,mikhailboguslavsky,mrnick"
819,112333,"Tyler Byers","2014-08-22 03:20:38",0.44809,11,tylerbyers
820,176142,"Jeanne Yee","2015-05-15 05:42:43",0.44809,7,fishes
821,130220,xuzhao,"2015-01-04 06:58:45",0.44812,13,xuzhao
822,115285,ole.st1980,"2015-03-10 22:54:56",0.44815,13,olest1980
823,129550,UPV_SIE_ArmanRuben,"2015-01-07 21:53:03",0.44815,60,upvsiearmanruben
824,112525,Harn,"2014-08-24 02:57:37",0.44822,12,harn1226172
825,116438,"Landry Ghislandry","2014-10-25 10:28:26",0.44875,22,ghislandry
826,117590,"Am de la Serna","2014-09-26 15:28:39",0.44879,26,amdelaserna
827,183673,"Andy 2","2015-05-27 05:54:35",0.44889,5,andylin512
828,138990,"Darshan Singh","2015-02-03 23:57:53",0.44890,37,darshanmeel
829,122921,"Simon Nielsen","2014-10-31 02:29:07",0.44893,19,simonnielsen
830,123318,"LFL Team","2014-11-21 04:34:40",0.44895,17,"fernote7,leonardorodriguesmattosdacosta,lspinheiro2"
831,131217,TeaM_Mining,"2014-12-24 22:24:19",0.44906,25,teammining
832,105026,"Evangelos Kaslis","2014-07-09 10:50:01",0.44909,1,praetorian1
833,124859,Sam,"2014-12-19 08:08:57",0.44941,19,sam13201709
834,135502,RVWFantasia,"2014-12-29 01:26:45",0.44942,15,rvwfantasia
835,118254,Ying,"2014-11-22 07:42:28",0.44958,88,dataying
836,173217,"Darcy & Jet","2015-05-15 01:25:32",0.44972,7,"darcywudi,jetzhao"
837,173526,rainvoid,"2015-05-01 13:08:40",0.44979,15,rainvoid
838,155141,Yari,"2015-03-20 11:27:48",0.44982,22,yarilorenzo
839,169221,zhmz90,"2015-04-17 19:49:56",0.44988,2,lantingguo
840,183174,"Sixiang Hu","2015-05-27 22:53:28",0.44989,16,sixianghu
841,120061,EvanVanNess,"2014-11-04 13:55:57",0.45039,47,evanvanness
842,112252,sl02,"2014-08-15 08:28:48",0.45066,3,laxmsun
843,175497,withers_witherspoon,"2015-05-29 23:46:42",0.45094,27,witherswitherspoon
844,109326,mikraig,"2014-08-20 03:23:33",0.45098,10,mikraig
845,121756,"Ozan ","2015-02-20 21:51:52",0.45104,5,ravenisback
846,116385,"Luke Fitzpatrick","2014-09-09 04:15:01",0.45111,1,lukefitz
847,184237,dulearnaux,"2015-05-26 00:31:34",0.45115,7,dushko
848,105737,Team_Vegas,"2015-03-04 07:56:26",0.45129,92,"jasonbest,nepalinut"
849,117476,"Easter Joy Trocio","2014-09-19 16:03:53",0.45137,11,joyax23
850,106360,"purav aggarwal","2014-09-01 20:23:32",0.45140,18,puravaggarwal
851,114776,malr87,"2014-09-05 00:00:33",0.45147,15,malr87
852,176636,khowarizmi,"2015-05-03 08:20:07",0.45150,6,khowarizmi
853,130679,"sania siddiqui","2014-12-15 19:50:54",0.45170,20,saniasiddiqui
854,130130,sid,"2014-12-18 19:27:21",0.45170,19,sid4253867
855,135684,HouJP_NSD,"2015-01-04 07:18:31",0.45177,17,del=357805bc406d5366
856,118929,FGP,"2014-10-08 01:05:02",0.45179,13,felipegp11
857,104079,"Altamush Khwaja","2015-02-03 21:46:51",0.45187,11,ak210201
858,159362,"Deep Sidhpura","2015-03-30 16:17:15",0.45194,20,deepsidhpura
859,181469,"[Deleted] 5f28e13e-ad5b-48ce-b957-2ab97d49758a","2015-05-15 09:11:39",0.45240,5,del=0f81ba52b5fb47d8
860,109630,imaci,"2014-08-21 10:08:58",0.45245,6,imaci151268
861,115889,abhimanipal,"2014-09-23 04:08:45",0.45248,13,abhimanipal
862,103284,Techstonia,"2014-07-10 21:06:04",0.45269,4,techstonia
863,136922,Sunny,"2015-01-06 15:51:50",0.45292,8,sunny276640
864,110772,"Niko Gamulin","2014-08-19 15:30:29",0.45292,16,nikogamulin
865,121089,"宏達 連","2015-01-05 07:15:48",0.45299,59,user231166
866,110950,"Jean-Xavier Raynaud","2014-08-20 16:56:41",0.45312,7,jeanxavierraynaud
867,173852,"Vladimir Iglovikov","2015-04-26 23:46:42",0.45321,5,iglovikov
868,160291,Matthieu,"2015-03-28 03:08:22",0.45324,3,matthieu0
869,127534,GuMaoJie,"2015-01-04 02:38:45",0.45333,32,gumaojie
870,141596,jtherrien,"2015-01-26 18:17:57",0.45336,1,jtherrien
871,113346,joelrip,"2014-08-20 18:15:12",0.45339,2,joelrip
872,105090,"Adnan Haque","2014-08-05 02:24:25",0.45343,27,ahaque
873,162015,Bomberman,"2015-04-06 10:18:24",0.45347,8,brunodl
874,185693,"Boyuan Zhang","2015-05-29 14:18:47",0.45356,6,boyuanzhang
875,126409,MinerEmap,"2014-11-20 04:11:37",0.45357,7,adriano2
876,111059,"Sandro Miguel","2014-09-17 17:45:16",0.45422,27,sandromiguel
877,163552,"Jitendra Kumar Dhakar","2015-04-10 09:36:30",0.45422,3,jnagar
878,125072,klapod,"2014-11-08 18:23:56",0.45423,4,klapod
879,137856,uni_augsburg_fw,"2015-01-14 14:48:18",0.45424,8,uniaugsburgfw
880,141987,testing,"2015-02-03 20:06:40",0.45444,4,testing9
881,130547,"Roberto Suárez","2014-12-19 16:47:12",0.45446,4,rsuarez
882,120834,"Naveen Kumar","2014-10-10 15:11:52",0.45455,1,naveenkumar12
883,126208,"Aniruddha Rajshekar","2014-12-07 21:48:05",0.45459,21,aniruddharajshekar
884,136051,"Skoltech Rangers","2015-01-18 16:02:59",0.45471,34,"chervinskii,pestrov"
885,143839,"jai shankar pillai","2015-03-07 15:23:59",0.45496,13,jaipillai
886,139284,"Kok Meng Tan","2015-05-25 15:15:32",0.45519,14,kesamet
887,184426,"Will Medrano","2015-05-24 08:14:37",0.45532,2,wmedrano
888,134546,cris_uv,"2014-12-24 22:43:51",0.45538,8,jhonwalker
889,136856,zailushang,"2015-01-04 07:32:50",0.45549,2,zailushang
890,100648,0x43,"2014-11-01 14:53:18",0.45551,4,linqianli
891,147752,Rborist,"2015-02-23 19:31:08",0.45552,2,shethn
892,128458,"Necati Demir","2015-05-28 07:33:43",0.45567,40,ndemir
893,122431,"Edward Lee Taylor","2014-11-10 14:28:12",0.45581,13,wannabe1
894,125508,"Kris Herring","2014-11-13 14:42:47",0.45583,9,krisherring
895,127526,"W207 Bikers","2014-12-15 02:32:42",0.45599,14,"del=3518b6f6cea9df29,lkirch,nikhita1"
896,111873,"Yanping Yang","2014-08-12 22:47:19",0.45612,1,yanpingyang
897,147759,"Pranjul Yadav","2015-02-23 21:07:33",0.45614,15,pranjulyadav1
898,114294,Challengers,"2014-10-11 13:34:09",0.45646,22,"johnsmith25,omprakashshewale"
899,145494,TBarker,"2015-02-11 22:16:34",0.45649,4,trololo
900,129252,"Bruce Pan","2014-12-30 06:35:28",0.45674,3,brucepan
901,185801,"Hu Wang","2015-05-29 23:55:01",0.45685,5,huhugravity
902,123252,"Veronika Nuretdinova","2014-11-01 08:40:23",0.45700,14,nikotino
903,123344,"Blaise Pascal","2014-11-20 01:00:30",0.45724,24,"bernardorusso,hcrespo,otaviomurillo"
904,153774,"Team Latte","2015-03-14 22:57:58",0.45732,14,"markko,yitaichiu"
905,164110,NCI-Rolis,"2015-04-09 22:10:24",0.45740,6,rolis327395
906,100206,"Brandon Martin-Anderson","2014-06-17 08:38:26",0.45749,14,bmander
907,185774,"Silly Joel","2015-05-28 21:44:50",0.45752,1,sillyjoel
908,111517,eddyod,"2014-08-13 13:31:03",0.45796,9,eddyod
909,133942,JelleVE,"2014-12-30 22:29:18",0.45801,10,jelleve
910,126781,JDyne,"2015-01-06 14:06:01",0.45802,29,jdyne21414
911,148256,trout,"2015-03-10 02:32:26",0.45823,32,trout59687
912,135392,"Patrick Ahearn","2015-02-05 07:13:48",0.45827,10,pahearn1
913,155444,"DataAnalytics - BM&NM","2015-04-18 14:23:17",0.45836,33,"bmurphy,niallmunroe0"
914,103710,shayankh,"2014-09-15 14:17:04",0.45848,20,shayankhan
915,157250,flash,"2015-04-10 20:35:45",0.45862,19,rahuly
916,111028,Шурик,"2014-08-22 06:51:22",0.45863,47,shuric
917,129263,lonelyboy,"2014-12-07 17:20:41",0.45877,14,lonelyboy
918,115015,akki,"2014-09-14 16:18:09",0.45878,6,akms17
919,130956,BigStudent,"2015-02-06 11:41:37",0.45878,12,bigstudent
920,153364,SEMSOC,"2015-04-06 14:57:55",0.45882,18,del=0aac9f9d3519be0a
921,165973,MC_Dit,"2015-04-24 09:07:23",0.45886,24,mcdit1
922,154720,On_yer_bike,"2015-04-17 20:05:54",0.45887,63,onyerbike
923,137408,"Anna Sinilo","2015-04-22 04:45:31",0.45887,9,sinilochka
924,109610,"Mike Berry","2014-08-05 01:01:13",0.45890,2,mikeberry
925,125926,"Falco rusticolus","2014-11-30 19:18:29",0.45902,9,falcorusticolus
926,118907,xingzhong,"2014-10-03 18:18:24",0.45908,12,xingzhong
927,136701,"Pro. Wei Li","2015-01-08 09:41:04",0.45909,18,proweili
928,111352,"Alex Ungur","2014-08-24 06:33:43",0.45929,71,alexaandru
929,106427,caprica,"2014-07-20 17:12:58",0.45934,9,caprica077
930,120467,"Harold M Li","2014-10-14 06:29:21",0.45936,9,haroldli93
931,127714,"Magnus R. Aunevik-Berntsen","2014-12-05 09:07:40",0.45944,31,berntsen
932,141195,"Arcady Chumachenko","2015-01-31 03:12:19",0.45960,40,chumachenko
933,154283,NCI-Kaggle14,"2015-04-25 23:47:12",0.45961,23,"fionakelly,markmcmanus,mjpardo,rolando0"
934,128939,senochow,"2014-12-28 09:43:50",0.45965,15,senochow
935,182750,garognz,"2015-05-29 16:41:48",0.45971,18,garoto
936,157309,slowprocess,"2015-03-25 07:26:02",0.45975,16,slowprocess
937,127143,"Olivia Perret","2014-12-02 21:38:36",0.45979,16,oliviaperret
938,122406,"Rama Kriishna","2014-10-22 09:28:23",0.45992,1,ramakriishna
939,174534,li4069,"2015-04-30 05:24:30",0.45998,9,li4069
940,184466,kouue,"2015-05-28 05:17:05",0.45999,11,kou665
941,112013,jay_Mtl,"2014-08-30 20:19:46",0.46007,16,jaymtl
942,139458,team1903,"2015-01-20 10:56:27",0.46020,4,team1903
943,118784,nameBrandon,"2015-05-21 17:18:38",0.46042,26,namebrandon
944,129856,"Bhanu Potluri","2014-12-13 21:04:34",0.46048,19,del=875e5444d9ce308a
945,131346,"Hussein AL-NATSHEH","2015-05-22 07:18:51",0.46054,16,natsheh
946,124824,gpine,"2014-11-11 01:57:21",0.46055,8,gpine254115
947,120616,yunhaocs,"2014-11-12 19:04:00",0.46056,32,yunhaocs
948,114265,jong,"2014-08-28 15:44:53",0.46063,18,jongwong
949,146640,MadeInSH,"2015-05-25 22:12:24",0.46069,25,madeinsh
950,152002,"Raghuram Reddy","2015-03-05 20:43:51",0.46078,5,raghuram87
951,146663,"Yuqi Wang","2015-03-06 02:45:10",0.46078,28,wangyuqi1991
952,141869,Mothaiba,"2015-01-28 14:29:37",0.46080,5,tungmphung
953,151581,"Dmitrii Krasheninnikov","2015-03-16 13:33:43",0.46083,12,dmkr0001
954,160684,"A. Si","2015-04-20 11:30:14",0.46098,6,"del=ef56dabbdf73e553,sialan"
955,117218,"Mihai PRICOPE","2014-09-16 08:27:25",0.46106,10,mpricope
956,118356,Birkha,"2014-09-23 04:55:23",0.46110,4,birkha
957,99009,Novice,"2014-06-17 12:12:37",0.46112,21,statsman
958,137622,"poornima vasan","2015-02-17 04:16:20",0.46122,13,rathikastatsloyolacoll
959,154030,"Anil Raj","2015-03-18 16:14:20",0.46123,4,"maheriya,predictforever,purnimavasudevan"
960,172555,py,"2015-05-29 07:57:13",0.46124,7,rav009
961,126113,"Dohyeon Kim","2014-12-20 05:26:58",0.46133,22,dohyeonkim
962,158930,"Narsi Reddy","2015-04-03 18:58:10",0.46136,21,itsnarsi
963,114713,"Aidan Rocke","2014-08-30 17:36:25",0.46153,8,del=a9c5b24f6c8f9e66
964,136616,kingwen,"2015-01-08 19:52:02",0.46166,12,kingwen
965,126059,monkeytater,"2014-11-24 22:03:27",0.46170,15,langbw
966,131754,Martin&Orita,"2015-03-03 13:11:15",0.46175,25,biancaorita0
967,112329,Antonio,"2014-08-28 22:48:30",0.46196,17,atonio
968,144251,Pieque,"2015-02-11 11:45:13",0.46197,17,pieque
969,123702,s_n2,"2014-10-30 12:45:22",0.46201,3,sn2252882
970,117742,sagi,"2014-10-02 10:55:52",0.46204,12,sagile
971,134922,Jacenko,"2015-02-11 13:50:08",0.46204,17,jacenko
972,130434,ToddX,"2014-12-07 22:38:14",0.46206,4,toddxu
973,184822,yanyuchka,"2015-05-29 06:00:35",0.46226,25,yanyuchka
974,97408,hedgehog,"2014-11-15 10:31:56",0.46232,17,hedgehog
975,116522,"C.K. Tse","2015-02-25 05:46:04",0.46240,10,cktsejp
976,174081,Vladimir,"2015-04-28 09:51:38",0.46246,5,slon1024
977,125742,gcmallya85,"2014-11-13 15:04:39",0.46259,6,gcmallya85
978,165881,T.Ku,"2015-04-16 09:53:47",0.46267,6,timothyku
979,182768,VivekMishra,"2015-05-20 20:36:54",0.46272,1,vivekmishra
980,180340,"Alex Woods","2015-05-28 05:39:35",0.46282,11,zubanhunter
981,114444,"Igor Subbotin","2015-01-14 17:35:13",0.46290,17,igorsubbotin
982,136835,J-FUSION,"2015-01-05 08:56:55",0.46290,10,jfusion0
983,116615,bgraf,"2014-09-29 14:19:56",0.46298,18,stella09
984,161082,"Rishabh Jain 2","2015-03-30 14:45:23",0.46313,5,rishabhjain141
985,173220,"Fabio Lardizzone","2015-05-26 11:52:06",0.46327,63,lardi3000
986,156591,Banan,"2015-03-25 18:10:24",0.46346,5,banan312134
987,110980,"Jeremy Watson","2014-08-17 17:18:09",0.46348,19,jeremywatson
988,152931,newCode,"2015-03-20 14:25:45",0.46348,9,del=29140613aada08f5
989,145847,secbb,"2015-03-04 05:53:33",0.46356,38,ntcbba
990,157665,UCL_yocodima**^,"2015-03-29 21:33:02",0.46360,9,"antoine2,cypriendem,quentiny,savadata"
991,120386,"Alexander Lin","2014-10-30 03:45:35",0.46364,12,Linfluence
992,138474,"Evertson Croes","2015-01-22 14:44:45",0.46367,14,evertsoncroes
993,112605,"Artyom Fedosov","2014-08-26 12:53:29",0.46388,14,artyomfedosov
994,106849,Vicente,"2014-08-01 15:33:55",0.46397,16,dvicente
995,104477,Ramin,"2014-09-14 19:06:26",0.46398,17,raminl
996,106392,leecy,"2014-07-24 19:19:40",0.46400,22,lchiaying
997,170159,Alexandr,"2015-04-23 20:15:53",0.46402,11,xandr74
998,173303,"Nicolò Festa","2015-05-18 06:55:44",0.46406,16,nicolofesta
999,137893,"Russell Richie","2015-01-27 05:14:40",0.46410,11,drussellmrichie
1000,159333,Gordonjo,"2015-05-11 10:33:23",0.46415,14,gordonjo
1001,100459,DMining,"2014-08-15 17:01:22",0.46433,39,mahesh16
1002,130970,"Arno Veenstra","2014-12-16 21:53:34",0.46443,21,arnove
1003,108698,"Rajdeep Agrawal","2014-08-07 09:13:35",0.46444,9,rajdeepagrawal
1004,169438,starfish,"2015-04-19 02:34:08",0.46449,4,fgnovak
1005,173213,"Riccardo Bortoletti","2015-05-18 09:39:53",0.46451,26,riccardobortoletti
1006,142062,"Haytovich Maxim","2015-03-06 14:02:18",0.46464,12,haytovichmaxim
1007,170377,"Yingjie Tang","2015-04-20 03:11:06",0.46469,5,yingjietang
1008,104950,"Yucheng Low","2014-07-08 22:22:08",0.46478,1,yuchenglow
1009,99276,delimited,"2014-06-08 01:24:07",0.46503,11,delimited
1010,120868,"Christopher Laing","2014-10-13 14:45:52",0.46509,7,chrislaing
1011,120827,lisa,"2014-10-11 13:43:37",0.46511,2,lisa16
1012,148654,"Anna Martin","2015-03-05 10:25:50",0.46512,9,annamartin
1013,99974,"Matt the man","2014-06-12 18:13:06",0.46535,6,mattwenger
1014,136815,HuanLiu,"2015-01-04 02:55:48",0.46541,1,huanliu
1015,118452,"Arpita Das","2014-10-11 15:11:57",0.46545,27,arpitadas00
1016,125981,"nick Joo","2014-12-04 03:05:43",0.46559,9,nickjoo
1017,146971,sinhrks,"2015-02-17 15:14:04",0.46564,2,sinhrks
1018,120054,"Kelly Dietz","2014-10-05 03:37:19",0.46565,3,keleliz
1019,183206,kasparg,"2015-05-21 21:11:47",0.46567,10,kasparg
1020,120207,Vikram,"2014-11-07 07:14:16",0.46571,5,vikram08
1021,118896,eckhart,"2014-10-13 20:16:38",0.46571,1,"kenwong,mistletoe119,rinafb,wooseok1,ytang239965,yuefenghan"
1022,182721,mibali,"2015-05-25 14:01:38",0.46580,2,mibali
1023,107166,"Kang Hyun Kim","2014-12-01 08:00:20",0.46584,15,kanghyunkim
1024,135885,WKUZHPKB,"2014-12-30 06:46:41",0.46590,10,wkuzhpkb
1025,154836,GaryKo,"2015-04-11 01:07:34",0.46596,11,garyko
1026,118484,mathdoc19,"2014-10-27 18:17:05",0.46597,7,mathdoc19
1027,184096,Liu-Zong,"2015-05-22 14:10:15",0.46597,2,tatain
1028,137766,dtrv,"2015-01-09 08:20:00",0.46601,2,dtrv271654
1029,180049,Randy,"2015-05-10 22:56:48",0.46602,2,rquare
1030,125445,gsun,"2014-11-10 19:18:09",0.46606,1,gsun176528
1031,146488,"Alex Millar","2015-02-15 17:22:30",0.46607,1,alexmillar
1032,103741,owencarl,"2014-07-01 00:24:15",0.46611,18,owencarl
1033,103853,ThetaZero,"2014-07-01 00:08:01",0.46613,8,nikseetharaman
1034,169513,Kasama,"2015-05-02 23:12:19",0.46621,14,kasama0
1035,154595,"Fernando Turrado","2015-05-26 05:58:06",0.46626,23,fturrado
1036,176443,"Sunggyun Kim","2015-05-05 14:36:47",0.46627,5,kimsg187
1037,125632,"Amy Wen","2014-11-12 17:59:46",0.46631,3,amywen
1038,127634,"Liu Hongye","2014-12-08 04:38:35",0.46643,5,hongyeliu
1039,147944,UCL_Bayesed_and_Confused,"2015-03-06 13:17:11",0.46645,29,"chalkalan,conanmcmurtrie,jimwilluk,libby1"
1040,166236,"Zhyi Hu","2015-04-13 12:18:55",0.46647,9,huzhyi21
1041,153066,"Cristina Shontzu","2015-03-07 11:56:31",0.46649,5,cristinashontzu
1042,101149,"Olivier Janssens","2014-06-26 12:23:41",0.46654,17,olivierjanssens
1043,103394,Rupe,"2014-06-30 13:29:53",0.46664,23,rupe1199842
1044,127781,"Lina Hu","2014-12-07 03:06:14",0.46671,6,linahu12
1045,165596,"Mohammad Amin","2015-04-10 11:48:15",0.46676,2,aminalaee
1046,130193,"Jeffrey C","2014-12-06 02:07:36",0.46678,10,jeffreyc
1047,135593,yingyi,"2015-01-04 05:54:20",0.46690,36,yingyi
1048,135541,"Mukundha Madhavan","2015-01-29 22:56:57",0.46691,5,mukundha
1049,124630,JEY,"2014-11-21 16:36:41",0.46694,7,starrynight
1050,170589,"Sanqiang Zhao","2015-04-20 14:54:03",0.46707,2,zhaosanqiang
1051,161466,"Walter White","2015-03-31 07:41:30",0.46710,1,walterwhite1
1052,171969,Bharat,"2015-05-03 19:53:25",0.46724,9,nadellabharat
1053,107310,nklensch,"2015-02-25 22:19:48",0.46740,15,nklensch
1054,164665,"Gustavo De Mari","2015-04-20 20:10:47",0.46744,12,gustavodemari
1055,185637,"Fish Blue","2015-05-28 11:58:21",0.46753,2,fishblue
1056,119101,stlod,"2014-10-01 20:50:11",0.46769,9,"darthvadersnooo,nataxane"
1057,116003,Mauro,"2014-09-07 08:20:30",0.46770,5,mauro2
1058,155386,jburet,"2015-03-17 10:46:27",0.46775,4,jburet
1059,151201,"tomc4yt .","2015-03-01 21:41:36",0.46783,1,tomc4yt
1060,164439,"Stas Zubarev","2015-04-08 13:22:39",0.46783,3,staszubarev
1061,125466,genghistong,"2015-02-09 22:09:13",0.46791,8,genghistong
1062,127270,"Hussay Fernandez","2014-12-27 23:25:32",0.46797,23,hussayfernandez
1063,110779,BikeGang,"2014-10-24 05:44:26",0.46810,47,"lovekesh,mariasuprun,pramodh"
1064,124335,mw650,"2015-03-31 15:35:40",0.46811,13,mjw650
1065,163725,robom,"2015-04-14 16:37:35",0.46811,14,robomoro
1066,97306,Hong,"2014-06-06 03:07:01",0.46825,18,hongzhu
1067,137902,"Sam Hu","2015-01-15 06:55:23",0.46827,13,samyhhu
1068,135742,nihaowhut,"2015-01-04 07:32:22",0.46833,15,nihaowhut
1069,166939,"John Wittenauer","2015-04-14 02:16:08",0.46835,2,jdwittenauer
1070,122307,"Dueto PL","2014-11-18 02:18:20",0.46843,7,pdrohfa
1071,117097,Rusty,"2014-09-14 17:51:17",0.46856,5,ashutoshtrivedi
1072,112419,"Afroz Hussain","2014-08-20 12:04:33",0.46860,11,afrozhussain
1073,119428,"Nándor Kollár","2014-10-07 22:10:35",0.46867,7,nandorkollar
1074,115284,"joaquín armando","2014-11-18 12:55:42",0.46869,21,jbm1966
1075,119888,"Ismel Brito Rodríguez","2015-01-26 07:26:41",0.46874,18,ismelbr
1076,184551,alex_k,"2015-05-24 18:05:05",0.46878,2,alexkos
1077,103278,DavidC,"2014-06-26 15:13:16",0.46891,4,davidc2
1078,135398,"Lixwell and Phoenix","2015-01-03 12:37:33",0.46894,19,"liyan277708,tyrionlee"
1079,116490,DerekZH,"2014-10-14 22:53:15",0.46895,13,derekzh
1080,148060,novicem,"2015-05-21 18:48:31",0.46905,8,rahulm7
1081,119629,"Paras Doshi","2014-10-12 22:35:59",0.46909,11,parasdoshi
1082,182521,"Christopher Kirchner","2015-05-18 03:10:31",0.46921,3,synnous
1083,136796,jdaniel,"2015-01-05 20:20:53",0.46924,3,jdaniel
1084,137676,"Pedro Nascimento","2015-01-13 02:20:30",0.46929,6,pedromnasc
1085,183502,wanpifeng4ever,"2015-05-20 16:06:06",0.46933,3,wanpifeng4ever
1086,121828,Evdilos_Ikaria,"2014-11-29 09:41:03",0.46935,87,georgem
1087,129151,Matoi,"2014-12-02 23:29:58",0.46939,7,matoi2
1088,112310,"data mining","2014-08-16 14:40:27",0.46941,10,datamining3
1089,99669,Pourquoipas,"2014-08-15 16:01:06",0.46960,20,coucouv
1090,124444,"Binary Code","2014-12-22 17:24:11",0.46966,21,"camillamag,joaoamaro70,jucrespo"
1091,127239,"Rob Lancaster","2014-11-25 06:29:45",0.46974,5,roblancaster
1092,136379,Mudit,"2015-05-29 00:55:58",0.46975,8,muditsaxena
